"","Datum","mTemp","mWind","mRegen","mSonne","Oil","month_sin","month_cos","day_of_week_sin","day_of_week_cos","mEURmwh"
"1",2018-10-01,8.32756756756757,3.53945945945946,2.69675675675676,2.49297297297297,84.94,-0.866025403784439,0.5,0.78183148246803,0.623489801858734,61.2445833333333
"2",2018-10-02,7.44347826086956,5.43315217391304,2.3304347826087,1.0875,85.63,-0.866025403784439,0.5,0.974927912181824,-0.222520933956314,42.33875
"3",2018-10-03,10.3561497326203,5.40267379679144,0.383422459893048,3.89893048128342,85.45,-0.866025403784439,0.5,0.433883739117558,-0.900968867902419,18.7329166666667
"4",2018-10-04,10.4,2.69251336898396,0.154010695187166,4.66737967914438,86.07,-0.866025403784439,0.5,-0.433883739117558,-0.900968867902419,65.1520833333333
"5",2018-10-05,12.821164021164,2.7,0,9.96931216931217,85.12,-0.866025403784439,0.5,-0.974927912181824,-0.222520933956315,60.2958333333333
"6",2018-10-06,14.2111111111111,2.62222222222222,0.416402116402116,7.36402116402116,85.12,-0.866025403784439,0.5,-0.78183148246803,0.623489801858733,57.9141666666667
"7",2018-10-07,11.41,3.04,0.153684210526316,4.46315789473684,85.12,-0.866025403784439,0.5,-2.44921270764475e-16,1,54.9183333333333
"8",2018-10-08,10.2862433862434,2.21375661375661,0.00846560846560847,7.26931216931217,84.22,-0.866025403784439,0.5,0.78183148246803,0.623489801858734,63.88375
"9",2018-10-09,12.1857142857143,2.15502645502646,0.0111111111111111,6.62645502645503,85.16,-0.866025403784439,0.5,0.974927912181824,-0.222520933956314,71.565
"10",2018-10-10,13.9608465608466,3.04232804232804,0.00317460317460317,8.88783068783069,83.82,-0.866025403784439,0.5,0.433883739117558,-0.900968867902419,62.1720833333333
"11",2018-10-11,15.5090425531915,3.29202127659574,0.00585106382978723,8.84414893617021,81.35,-0.866025403784439,0.5,-0.433883739117558,-0.900968867902419,54.3516666666667
"12",2018-10-12,16.6787234042553,2.74255319148936,0,9.51276595744681,80.71,-0.866025403784439,0.5,-0.974927912181824,-0.222520933956315,56.7704166666667
"13",2018-10-13,16.8197860962567,2.93743315508021,0,9.88609625668449,80.71,-0.866025403784439,0.5,-0.78183148246803,0.623489801858733,44.8816666666667
"14",2018-10-14,15.8725806451613,3.38333333333333,0,9.81182795698925,80.71,-0.866025403784439,0.5,-2.44921270764475e-16,1,28.0858333333333
"15",2018-10-15,14.9634408602151,2.47741935483871,0.00161290322580645,8.87688172043011,80.91,-0.866025403784439,0.5,0.78183148246803,0.623489801858734,59.4491666666667
"16",2018-10-16,13.7735135135135,1.76810810810811,0.0308108108108108,6.55945945945946,80.53,-0.866025403784439,0.5,0.974927912181824,-0.222520933956314,71.9979166666667
"17",2018-10-17,13.1908602150538,1.64301075268817,0.010752688172043,8.18387096774194,79.91,-0.866025403784439,0.5,0.433883739117558,-0.900968867902419,70.9104166666667
